method,seed,k,h,budget,score,success,final_distance,avg_k,avg_h,avg_budget,nfe,policy_calls,rollout_time_sec,chunk_discontinuity,smoothness,jerk_proxy,phase_free_score,phase_contact_score,phase_align_score
fixed_k8_h2,7,8.0,2.0,4.0,0.9364265377577955,1,0.03300025314471313,8.0,2.0,4.0,480,60,0.00721990130841732,0.25656418375630047,0.044869735197062235,0.09726714206113994,0.4875864135581475,0.5004992161900973,0.8816258383056595
fixed_k8_h4,0,8.0,4.0,2.0,0.7198972640262549,1,0.15064535251956376,8.0,4.0,2.0,240,30,0.006133317947387695,0.24788896647728034,0.02832750157579994,0.06338391232335831,0.3927689232763512,0.3873876198186095,0.7856836424922587
fixed_k8_h4,1,8.0,4.0,2.0,0.6475415473013851,0,0.19213402790203138,8.0,4.0,2.0,240,30,0.006051157601177692,0.28450773951311453,0.035923640970677476,0.08048572965271232,0.36206047207263337,0.3680216582823401,nan
fixed_k8_h4,2,8.0,4.0,2.0,0.9738611492473324,1,0.013493605592498239,8.0,4.0,2.0,240,30,0.007136321626603603,0.38932605649643004,0.07707424345927705,0.19644820009677477,0.4718806935356539,0.5247483250623843,0.9562738915447672
fixed_k8_h4,3,8.0,4.0,2.0,0.8347886841913009,1,0.08712819355891807,8.0,4.0,2.0,240,30,0.00612772349268198,0.27366933000838845,0.03819664788257848,0.0828361346542388,0.6074482314532115,0.38476867905822626,0.9081908897500071
fixed_k8_h4,4,8.0,4.0,2.0,0.641399324587032,0,0.19571535552919683,8.0,4.0,2.0,240,30,0.0060185519978404045,0.24483977858651926,0.022524943118556042,0.04920901958972757,0.6097143195916612,0.4328747877454042,nan
fixed_k8_h4,5,8.0,4.0,2.0,0.572795165107264,0,0.23641270248474536,8.0,4.0,2.0,240,30,0.006016208790242672,0.2689788761881446,0.02734522082552746,0.06263804465206459,0.5426346226961474,0.37939901807410686,nan
fixed_k8_h4,6,8.0,4.0,2.0,0.8627830935203005,1,0.07204037730591752,8.0,4.0,2.0,240,30,0.0062017617747187614,0.29284102093561915,0.03434155799575644,0.07940879002250245,0.4637614803693086,0.42629638842873546,0.8482873811242806
fixed_k8_h4,7,8.0,4.0,2.0,0.7267754704276029,1,0.14676502171638964,8.0,4.0,2.0,240,30,0.006021041423082352,0.23170359169350258,0.027140641548756898,0.058371855450939654,0.4024051096694587,0.3427441260142076,0.7593876506832924
fixed_k8_h8,0,8.0,8.0,1.0,0.22142487582649523,0,0.4747341544267203,8.0,8.0,1.0,120,15,0.005791261792182922,0.23749826053657833,0.011848588093077738,0.023790976144804438,0.34064700774066636,nan,nan
fixed_k8_h8,1,8.0,8.0,1.0,0.6150132151677898,0,0.21121338975020143,8.0,8.0,1.0,120,15,0.005849188193678856,0.22477584405955459,0.015403778459794898,0.03124213691601548,0.5402173790655552,0.362314190084452,nan
fixed_k8_h8,2,8.0,8.0,1.0,0.56307453801918,0,0.24228896397741786,8.0,8.0,1.0,120,15,0.005822387523949146,0.18303794839589677,0.010751699274588024,0.021756909373195247,0.4466979135452484,0.3152305029675169,nan
fixed_k8_h8,3,8.0,8.0,1.0,0.8346842084057811,1,0.08718476986257806,8.0,8.0,1.0,120,15,0.005920399911701679,0.2803611331405706,0.024299280454658848,0.049438743765749055,0.5452344095584923,0.5035681207216606,0.9146207012387497
fixed_k8_h8,4,8.0,8.0,1.0,0.7197280127723765,1,0.15074096856849556,8.0,8.0,1.0,120,15,0.0058874404057860374,0.20915298631806636,0.013723540574092462,0.027001867260771355,0.4609487224394866,0.44347130505705656,0.7875814760521395
fixed_k8_h8,5,8.0,8.0,1.0,0.6407806463622199,0,0.19607662835805476,8.0,8.0,1.0,120,15,0.005847983993589878,0.29028186798528716,0.01705372883167878,0.03404812310597885,0.5505123910844326,0.38803868059072794,nan
fixed_k8_h8,6,8.0,8.0,1.0,0.1460652153730326,0,0.5377866414276097,8.0,8.0,1.0,120,15,0.005715490318834782,0.20338829052639146,0.009398730588574107,0.01945461466673994,0.2530741091283199,nan,nan
fixed_k8_h8,7,8.0,8.0,1.0,0.5899256781544547,0,0.2261258645122389,8.0,8.0,1.0,120,15,0.005808301270008087,0.18442928515020715,0.011188843887450178,0.021296267209736746,0.32201713502378754,0.362145362959574,nan
fixed_k16_h1,0,16.0,1.0,16.0,0.439308464645178,0,0.31990059589020736,16.0,1.0,16.0,1920,120,0.007180000655353069,0.22191660647683273,0.06278537726289322,0.19100213635689026,0.3648596186744082,0.3766138939947131,nan
fixed_k16_h1,1,16.0,1.0,16.0,0.7285317544043849,1,0.14577590093322876,16.0,1.0,16.0,1920,120,0.00715441070497036,0.2166791378743995,0.06556649899564133,0.1912400095801974,0.4764367612377421,0.44074690949599393,0.7821808210887541
fixed_k16_h1,2,16.0,1.0,16.0,0.5842134593276099,0,0.22954643560327187,16.0,1.0,16.0,1920,120,0.0071030231192708015,0.24335818278544838,0.07449221455481723,0.21807351198995636,0.4526519470005826,0.3835030048640815,nan
fixed_k16_h1,3,16.0,1.0,16.0,0.893972888610006,1,0.055394128557106334,16.0,1.0,16.0,1920,120,0.007123277522623539,0.20167391903456638,0.055332820506245974,0.16525238965035038,0.5679718319804584,0.37440512197407105,0.8782702517391705
fixed_k16_h1,4,16.0,1.0,16.0,0.42509845144598546,0,0.3291880184034446,16.0,1.0,16.0,1920,120,0.007083592005074024,0.21504006835406753,0.05599423980430366,0.16676670671384763,0.3894615077422319,0.40989685776964435,nan
fixed_k16_h1,5,16.0,1.0,16.0,0.20827401968373305,0,0.48522963161581195,16.0,1.0,16.0,1920,120,0.0070526935160160065,0.18068168487598343,0.04220336525202412,0.12310872723292626,0.3260699560891499,nan,nan
fixed_k16_h1,6,16.0,1.0,16.0,0.349709085450262,0,0.38005483815804086,16.0,1.0,16.0,1920,120,0.007073931396007538,0.2140483315105507,0.05961611143570043,0.17509808405385027,0.39775371943451837,0.2881256833869801,nan
fixed_k16_h1,7,16.0,1.0,16.0,0.4102673726618699,0,0.33897649477177566,16.0,1.0,16.0,1920,120,0.007041623815894127,0.20271295219491012,0.05300176898988377,0.15860581964390402,0.32384656723968835,0.33260167970667553,nan
fixed_k16_h2,0,16.0,2.0,8.0,0.5832061397225488,0,0.23015062434523256,16.0,2.0,8.0,960,60,0.006456601433455944,0.2057818512628213,0.028952524241135244,0.06109520084188163,0.3934306317377939,0.39362870646130094,nan
fixed_k16_h2,1,16.0,2.0,8.0,0.5246387791250011,0,0.2658150135555142,16.0,2.0,8.0,960,60,0.0064316196367144585,0.1730465177271897,0.023275821654297774,0.05126434886325175,0.506458064521792,0.3482905492094645,nan
fixed_k16_h2,2,16.0,2.0,8.0,0.8897848470115437,1,0.05761955844201065,16.0,2.0,8.0,960,60,0.006502814590930939,0.2207311485997868,0.0414395837142243,0.10030200343521173,0.37158387320828945,0.45959374487469873,0.8752307728908968
fixed_k16_h2,3,16.0,2.0,8.0,0.9700051125762651,1,0.01549290658602566,16.0,2.0,8.0,960,60,0.0064477454870939255,0.19584626261666208,0.032025151615208,0.06728941762896162,0.42752613873020173,0.390426955568259,0.8720789692420716
