method,sampler,postprocess,obs_impute,max_target_delta,geom_alpha,policy_seed,keypoint_visible_rate,occlude_masked_keypoints,k,h,budget,n_test,n_envs,max_steps,mean_score,std_score,success_rate_095,ddim_eta,min_score,max_score,policy_calls_per_episode,nfe_per_episode,log_path
official_ddim_fixed_k100_h8,ddim,none,none,,,,0.5,True,100,8,12.5,20,5,300,0.1768099571874071,0.2324861792157693,0.0,0.0,0.0,0.9126232258363441,38.0,3800.0,official_reproduction/pusht_official_occluded_impute_n20/vr_0.5/none/k100_h8/eval_log.json
