step,pusher_x,pusher_y,obj_x,obj_y,goal_x,goal_y,obj_goal_dist,pusher_obj_dist,contact,progress,phase,seed,method,k,h,local_chunk_step,convergence_signal,action_x,action_y,final_score,success
2,0.15175978699076204,0.19377897835089689,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.3496360934975185,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.29623289923666674,0.2105906689549824,0.19415228688654895,0.7738180670258955,1
3,0.16360928718026904,0.20330542985269362,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.3345221892835665,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.29623289923666674,0.26332222643348896,0.21169892226214934,0.7738180670258955,1
4,0.17283434912743825,0.2102861697079804,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.3229938967774067,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.29623289923666674,0.20500137660376,0.15512755233970582,0.7738180670258955,1
5,0.19289575342486995,0.23041551910828476,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.2953541508102725,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.15481780581332402,0.4458089843873711,0.4473188755623191,0.7738180670258955,1
6,0.21145469693622257,0.24817933342153226,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.27035425216169146,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.15481780581332402,0.4124209669189473,0.39475142918327794,0.7738180670258955,1
7,0.22432176386131233,0.26171286888789264,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.2525174542746631,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.15481780581332402,0.2859348205575506,0.3007452325857863,0.7738180670258955,1
8,0.23357408608422736,0.2726046320337382,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.23923459203513897,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.15481780581332402,0.20560716050922273,0.2420391810187903,0.7738180670258955,1
9,0.23860447214176173,0.280615886239407,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.23113337648694188,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.15977658537232264,0.11178635683409706,0.17802787123708352,0.7738180670258955,1
10,0.24150340863785477,0.28795173564476223,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.2253568984905607,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.15977658537232264,0.06442081102428987,0.16301887567456116,0.7738180670258955,1
11,0.2443674743373505,0.29427791804145464,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.22014700134111392,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.15977658537232264,0.06364590443323838,0.1405818310376091,0.7738180670258955,1
12,0.24894897153534637,0.300301327716184,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.2135650907902333,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.15977658537232264,0.10181104884435246,0.13385354832731863,0.7738180670258955,1
13,0.26474479237462556,0.30935476086448993,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1955132803925658,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.2070927905136492,0.3510182408728714,0.20118740329568763,0.7738180670258955,1
14,0.2748372429994737,0.3162740405047406,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1835822024665336,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.2070927905136492,0.22427668055218145,0.15376176978334907,0.7738180670258955,1
15,0.28183963518570887,0.32161997887940186,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.17513823840199919,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.2070927905136492,0.15560871524966996,0.11879863054802792,0.7738180670258955,1
16,0.29127414262560725,0.3270398593799152,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1644165170029532,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.2070927905136492,0.2096557208866303,0.12044178890029664,0.7738180670258955,1
17,0.30206825784441477,0.3284500567153795,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15379870636994225,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.16389066053487444,0.23986922708461167,0.03133771856587429,0.7738180670258955,1
18,0.31149066698117617,0.32736772903793904,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.14542590326351446,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.16389066053487444,0.20938686970580853,-0.02405172616534376,0.7738180670258955,1
19,0.32215046953584525,0.3266252099452104,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1359302040838529,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.16389066053487444,0.2368845012148684,-0.016500424282858563,0.7738180670258955,1
20,0.3326363379125105,0.32635931392395856,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.12656722360323575,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.16389066053487444,0.23301929725922868,-0.005908800472262082,0.7738180670258955,1
21,0.346563441987487,0.29943718422593313,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1296515629446468,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.34142691269313075,0.30949120166614413,-0.5982695488450095,0.7738180670258955,1
22,0.3576047873206456,0.2779221441144168,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.13703191922297284,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.34142691269313075,0.24536322962574636,-0.4781120024781404,0.7738180670258955,1
23,0.36840920274517686,0.2628247528828898,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1427356736614791,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.34142691269313075,0.24009812054513852,-0.3354975829228219,0.7738180670258955,1
24,0.37644468854522845,0.2527284190869423,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.14734953124967654,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.34142691269313075,0.17856635111225747,-0.22436297324327723,0.7738180670258955,1
25,0.3802396337403463,0.24382813622156896,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15358936094116582,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.1764002717953434,0.08433211544706318,-0.1977840636749637,0.7738180670258955,1
26,0.38625159754766564,0.23782601087479477,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15664341177605973,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.1764002717953434,0.13359919571820708,-0.13338056326164874,0.7738180670258955,1
27,0.39085069228433006,0.23288989116496475,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15956962970051147,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.1764002717953434,0.10220210525920889,-0.10969154910733349,0.7738180670258955,1
28,0.3892342281186531,0.22890626669468936,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16386651230453503,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.1764002717953434,-0.03592142590393272,-0.08852498822834204,0.7738180670258955,1
29,0.3695313294188878,0.2425943822838745,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15955233699109997,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.2775569185404275,-0.4378421933281189,0.3041803464263364,0.7738180670258955,1
30,0.357733176173403,0.2532915007489628,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15658673547123983,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.2775569185404275,-0.26218118323299455,0.23771374366862866,0.7738180670258955,1
31,0.3450144713770117,0.26226419044456106,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15711885490256128,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.2775569185404275,-0.28263788436425147,0.19939310434662885,0.7738180670258955,1
32,0.334861038085454,0.2663074839934834,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16088319130224213,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.2775569185404275,-0.22563185092350488,0.0898509677538304,0.7738180670258955,1
33,0.3280592507060919,0.26632853277936164,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1656405757484481,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.16228505150402756,-0.15115083065249088,0.0004677507972936888,0.7738180670258955,1
34,0.3225088855962895,0.2665688635680279,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16947304309510283,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.16228505150402756,-0.12334144688449755,0.005340684192583798,0.7738180670258955,1
35,0.3168101494270438,0.26809819453272005,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.17265157086947,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.16228505150402756,-0.12663858153879373,0.033985132548714866,0.7738180670258955,1
36,0.31313010276844466,0.26972532905945873,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1743645303543937,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.16228505150402756,-0.08177881463553599,0.0361585450386371,0.7738180670258955,1
37,0.3294900818450701,0.2691365144172552,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16265329039706036,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.17769285219501185,0.3635550905916763,-0.013084769826744572,0.7738180670258955,1
38,0.33797755911820304,0.2694026295719404,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15649239711654545,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.17769285219501185,0.18861060606962118,0.005913670104114838,0.7738180670258955,1
39,0.34237964583801034,0.27265707930064564,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15110182679722367,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.17769285219501185,0.09782414932905135,0.07232110508233848,0.7738180670258955,1
40,0.3509281376302143,0.27591420545480133,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1429242071314338,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.17769285219501185,0.1899664842711993,0.07238058120345962,0.7738180670258955,1
41,0.3453950990951096,0.26728644194971013,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15305515082872972,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.15723859797579876,-0.12295641189121459,-0.19172807789091512,0.7738180670258955,1
42,0.3399453784839319,0.2622611658586108,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1604265424408694,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.15723859797579876,-0.12110490247061614,-0.11167280202442906,0.7738180670258955,1
43,0.3411829836707953,0.26017791639304017,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16118777510606358,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.15723859797579876,0.027502337485852485,-0.04629443256823679,0.7738180670258955,1
44,0.3456441773098315,0.2614127821352567,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15736965541669312,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.15723859797579876,0.09913763642302677,0.02744146093814485,0.7738180670258955,1
45,0.3401038200662871,0.2648335911943559,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.1583997052306585,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.061394485571497265,-0.12311904985654193,0.07601797909109291,0.7738180670258955,1
46,0.33938094113615463,0.2666070805737294,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15757365001330012,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.061394485571497265,-0.016063976225165325,0.039410875097188325,0.7738180670258955,1
47,0.3401590649917601,0.2705640105249605,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15414813018910237,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.061394485571497265,0.017291641235676704,0.0879317766940239,0.7738180670258955,1
48,0.3412236332590215,0.27437101361516686,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15066083189271054,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.061394485571497265,0.023657072605809452,0.08460006867125328,0.7738180670258955,1
49,0.33529111400649164,0.2663273147176397,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16057200225640758,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.1656866920341579,-0.13183376116732998,-0.1787488643894923,0.7738180670258955,1
50,0.33520399185026684,0.2592083371145891,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.16585883532776743,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.1656866920341579,-0.0019360479161066174,-0.15819950229001245,0.7738180670258955,1
51,0.3332336960606361,0.2544270747595021,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.17074158912146895,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.1656866920341579,-0.04378435088068389,-0.10625027455748999,0.7738180670258955,1
52,0.3292266336751683,0.25471575561211934,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.17320110542190859,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.1656866920341579,-0.08904583078817224,0.0064151300581612655,0.7738180670258955,1
53,0.3572556635971477,0.2522686563925574,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15770084988257202,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.3187577095395711,0.6228673315995428,-0.054379982656931385,0.7738180670258955,1
54,0.37771847451550994,0.2484432451338736,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.15055857005627388,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.3187577095395711,0.45472913151916017,-0.08500913908186186,0.7738180670258955,1
55,0.38788446478752864,0.24893502887406072,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.14577717376755994,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.3187577095395711,0.22591089493374925,0.010928527559713089,0.7738180670258955,1
56,0.392716674886652,0.25001207042096885,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.14291873798683813,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.3187577095395711,0.1073824466471858,0.023934256597958437,0.7738180670258955,1
57,0.3948687671615661,0.2591797127339454,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.13361738684105656,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.11765597839798841,0.0478242727758683,0.20372538473281224,0.7738180670258955,1
58,0.3914177281691557,0.26405763364450935,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.13052971385603498,0.0,0.0,free,0,fixed_k4_h4,4,4,1,0.11765597839798841,-0.07668975538689787,0.10839824245697698,0.7738180670258955,1
59,0.38645200460859286,0.267423742683052,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.12968414177638168,0.0,0.0,free,0,fixed_k4_h4,4,4,2,0.11765597839798841,-0.11034941245695279,0.07480242307872628,0.7738180670258955,1
60,0.3835464187191372,0.27019168132322985,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.12861749249247256,0.0,0.0,free,0,fixed_k4_h4,4,4,3,0.11765597839798841,-0.06456857532123661,0.06150974755950773,0.7738180670258955,1
61,0.3864057320718339,0.2883232731038779,0.44601056626108204,0.382622502928826,0.78,0.72,0.4747341544267203,0.11155752329765191,0.0,0.0,free,0,fixed_k4_h4,4,4,0,0.2290662169011565,0.0635402967265933,0.40292426179217855,0.7738180670258955,1
62,0.39445309107369225,0.30283010509355796,0.46655901120199345,0.4042169109002364,0.78,0.72,0.44493169455553655,0.12441281328396236,1.0,0.02980245987118374,contact,0,fixed_k4_h4,4,4,1,0.2290662169011565,0.445138099530443,0.7345227343028252,0.7738180670258955,1
63,0.4110905772652222,0.32709199380723697,0.5024960598483094,0.4417185143751028,0.78,0.72,0.39300002804238193,0.1466090088082667,1.0,0.05193166651315462,contact,0,fixed_k4_h4,4,4,2,0.2290662169011565,0.41980356978360595,0.6087880653551416,0.7738180670258955,1
64,0.4319572597724597,0.3486694602489048,0.5326831807112147,0.4732198612939905,0.78,0.72,0.34937951566008985,0.1601827504741132,0.0,0.04362051238229209,free,0,fixed_k4_h4,4,4,3,0.2290662169011565,0.46370405571638945,0.4794992542592843,0.7738180670258955,1
65,0.42447973379352394,0.3512021412078885,0.5580403622360551,0.49968099270585625,0.78,0.72,0.31274038078153354,0.19971081796467471,0.0,0.0366391348785563,free,0,fixed_k4_h4,4,4,0,0.0980339735783691,-0.1661672439763501,0.05628179908852732,0.7738180670258955,1
66,0.4200059706859103,0.3547717686348064,0.5793403947169211,0.5219083430918234,0.78,0.72,0.2819655683394477,0.23091577079645287,0.0,0.030774812442085853,free,0,fixed_k4_h4,4,4,1,0.0980339735783691,-0.09941695794696977,0.07932505393150867,0.7738180670258955,1
67,0.42006726779273607,0.35852991333083384,0.5972324220008486,0.5405793174160359,0.78,0.72,0.25611670954190296,0.25402652891649224,0.0,0.025848858797544727,free,0,fixed_k4_h4,4,4,2,0.0980339735783691,0.0013621579294614931,0.08351432657838685,0.7738180670258955,1
68,0.42251485953572837,0.35935380620702745,0.6122617249193476,0.5562629358483744,0.78,0.72,0.23440553556609148,0.27345397831997637,0.0,0.021711173975811487,free,0,fixed_k4_h4,4,4,3,0.0980339735783691,0.054390927622051846,0.018308730582080768,0.7738180670258955,1
69,0.4540469184226573,0.36411013152423843,0.6248863393708868,0.5694371753315387,0.78,0.72,0.21616986812668765,0.26710541489938266,0.0,0.01823566743940383,free,0,fixed_k4_h4,4,4,0,0.33662857279129665,0.7007124197095316,0.10569611816024364,0.7738180670258955,1
70,0.4797530605198921,0.3711169214507767,0.6354910155101797,0.5805035364973967,0.78,0.72,0.20085345386129722,0.26095414383611215,0.0,0.015316414265390432,free,0,fixed_k4_h4,4,4,1,0.33662857279129665,0.5712476021607724,0.15570644281196092,0.7738180670258955,1
71,0.5020007959320718,0.3794387257880166,0.6443989434671857,0.5897992798767174,0.78,0.72,0.1879890264175993,0.25402518603071095,0.0,0.012864427443697923,free,0,fixed_k4_h4,4,4,2,0.33662857279129665,0.49439412027066165,0.18492898527199708,0.7738180670258955,1
72,0.5156441791539249,0.38724226934846717,0.6518816029510708,0.5976077043153468,0.78,0.72,0.1771840785887565,0.25062771568940173,0.0,0.010804947828842781,align,0,fixed_k4_h4,4,4,3,0.33662857279129665,0.30318629381895784,0.1734120791211244,0.7738180670258955,1
73,0.5207146152145243,0.39991049117395805,0.6581670369175343,0.6041667808437955,0.78,0.72,0.16810890979821014,0.2461987004468355,0.0,0.009075168790546373,align,0,fixed_k4_h4,4,4,0,0.015571539224289709,0.11267635690220981,0.28151604056646334,0.7738180670258955,1
74,0.526089225734096,0.4132620568809136,0.6634468014493636,0.6096764051276924,0.78,0.72,0.1604865841057536,0.23967832568587083,0.0,0.00762232569245655,align,0,fixed_k4_h4,4,4,1,0.015571539224289709,0.1194357893238136,0.2967014601545675,0.7738180670258955,1
75,0.5286322200888662,0.4269236663848087,0.6678818036561003,0.6143044895261658,0.78,0.72,0.15408449268415575,0.23345667564835373,0.0,0.006402091421597839,align,0,fixed_k4_h4,4,4,2,0.015571539224289709,0.05651098566156176,0.3035913223087802,0.7738180670258955,1
76,0.5290312536658169,0.438992774114928,0.671607205509759,0.6181920804208835,0.78,0.72,0.14870726406746734,0.2289984572540648,0.0,0.0053772286166884065,align,0,fixed_k4_h4,4,4,3,0.015571539224289709,0.008867412821125738,0.26820239400265095,0.7738180670258955,1
77,0.5483308476774287,0.4363779584846993,0.6747365430668324,0.6214576567724464,0.78,0.72,0.14419080683003968,0.22412696077259917,0.0,0.004516457237427662,align,0,fixed_k4_h4,4,4,0,0.21046082715042785,0.4288798669247042,-0.05810701400508224,0.7738180670258955,1
78,0.5630953939303135,0.437223244529692,0.6773651866147741,0.6242007409077591,0.78,0.72,0.14039730396714337,0.21913048549200018,0.0,0.003793502862896314,align,0,fixed_k4_h4,4,4,1,0.21046082715042785,0.32810102784188433,0.018784134333172185,0.7738180670258955,1
79,0.5679578698182589,0.44002888166145576,0.6795732471950451,0.6265049315814218,0.78,0.72,0.13721100720256424,0.2173276550757314,0.0,0.0031862967645791274,align,0,fixed_k4_h4,4,4,2,0.21046082715042785,0.10805501973211988,0.06234749181697217,0.7738180670258955,1
80,0.5688141373798531,0.4441531697315179,0.6814280180824727,0.6284404517472986,0.78,0.72,0.1345347036841725,0.21597149913742716,0.0,0.002676303518391737,align,0,fixed_k4_h4,4,4,3,0.21046082715042785,0.019028168035426937,0.09165084600138103,0.7738180670258955,1
81,0.5791266402422659,0.45786181060654196,0.6829860256279119,0.630066288686635,0.78,0.72,0.13228674783992483,0.2010998612717606,0.0,0.0022479558442476677,align,0,fixed_k4_h4,4,4,0,0.1393378890445372,0.22916673027584086,0.3046364638894231,0.7738180670258955,1
82,0.5843964682291191,0.46802028345588775,0.6842947519660808,0.6314319917156775,0.78,0.72,0.13039856821562806,0.19152820546847185,0.0,0.0018881796242967708,align,0,fixed_k4_h4,4,4,1,0.1393378890445372,0.11710728859673583,0.22574384109657258,0.7738180670258955,1
83,0.5839471478512179,0.4770785696829819,0.6853940820901427,0.6325791822600734,0.78,0.72,0.1288125734463997,0.18566615463871555,0.0,0.001585994769228355,align,0,fixed_k4_h4,4,4,2,0.1393378890445372,-0.009984897286691753,0.20129524949098138,0.7738180670258955,1
84,0.587703534277797,0.48581502072252764,0.6863175193943547,0.6335428223173658,0.78,0.72,0.12748039357200655,0.17761819001614823,0.0,0.0013321798743931579,align,0,fixed_k4_h4,4,4,3,0.1393378890445372,0.08347525392397903,0.1941433564343497,0.7738180670258955,1
85,0.5823150661717457,0.4837389509317413,0.6870932067298928,0.6343522799654915,0.78,0.72,0.12636140305822813,0.18347434049875078,0.0,0.0011189905137784228,align,0,fixed_k4_h4,4,4,0,0.06358785026547281,-0.11974373569002811,-0.046134884239696194,0.7738180670258955,1
86,0.5784017923244711,0.48320088058796223,0.6877447840917448,0.635032224389917,0.78,0.72,0.12542148043458984,0.1871059774815478,0.0,0.0009399226236382896,align,0,fixed_k4_h4,4,4,1,0.06358785026547281,-0.08696164105054512,-0.011957118750645389,0.7738180670258955,1
87,0.5773195437075772,0.4830923544123484,0.6882921090757005,0.6356033777064345,0.78,0.72,0.12463196665521241,0.18861209529240608,0.0,0.0007895137793774293,align,0,fixed_k4_h4,4,4,2,0.06358785026547281,-0.024049969264309416,-0.002411692791418691,0.7738180670258955,1
88,0.5793154615007587,0.4862156833151486,0.6887518620622233,0.6360831464923091,0.78,0.72,0.12396879034556552,0.18557096294142272,0.0,0.0006631763096468929,align,0,fixed_k4_h4,4,4,3,0.06358785026547281,0.04435372873736751,0.06940730895111552,0.7738180670258955,1
89,0.5735831558276073,0.4757093132452137,0.6891380545709024,0.6364861522724439,0.78,0.72,0.12341173319187178,0.1979952691130802,0.0,0.000557057153693738,align,0,fixed_k4_h4,4,4,0,0.20679931747921515,-0.12738457051447521,-0.23347489044299757,0.7738180670258955,1
90,0.5720221981195748,0.4685964679895029,0.6894624562781928,0.636824677127757,0.78,0.72,0.12294381301261165,0.20516565157507977,0.0,0.0004679201792601312,align,0,fixed_k4_h4,4,4,1,0.20679931747921515,-0.03468794906738952,-0.1580632279046846,0.7738180670258955,1
91,0.5738189080991684,0.4657835937466223,0.6897349537123167,0.6371090380062201,0.78,0.72,0.12255076565069623,0.20685487057678398,0.0,0.0003930473619154218,align,0,fixed_k4_h4,4,4,2,0.20679931747921515,0.03992688843541185,-0.06250831650845663,0.7738180670258955,1
92,0.5781638433977827,0.4641736210762673,0.6899638515569809,0.6373479011441291,0.78,0.72,0.1222206098484786,0.2061275651178634,0.0,0.0003301558022176243,align,0,fixed_k4_h4,4,4,3,0.20679931747921515,0.09655411774698447,-0.035777170452333674,0.7738180670258955,1
93,0.5904176895156781,0.4570748627720367,0.6901561257464988,0.6375485461799726,0.78,0.72,0.12194328180721993,0.20620016019537268,0.0,0.0002773280412586704,align,0,fixed_k4_h4,4,4,0,0.2868788544462163,0.27230769150878503,-0.15775018453845843,0.7738180670258955,1
94,0.6026041637773611,0.4517909856356376,0.6903176360656937,0.6377170880100812,0.78,0.72,0.12171032826504939,0.2055776465597079,0.0,0.00023295354217053865,align,0,fixed_k4_h4,4,4,1,0.2868788544462163,0.2708105391485121,-0.11741949191997954,0.7738180670258955,1
95,0.6122638962101973,0.4486564743661038,0.6904533047338176,0.6378586631473724,0.78,0.72,0.12151464871788657,0.20472188902239152,0.0,0.0001956795471628192,align,0,fixed_k4_h4,4,4,2,0.2868788544462163,0.2146607207296923,-0.06965580598964022,0.7738180670258955,1
96,0.6178641534983851,0.44868972933718254,0.6905672664150416,0.637977586262697,0.78,0.72,0.12135027891097515,0.20276990754849725,0.0,0.0001643698069114241,align,0,fixed_k4_h4,4,4,3,0.2868788544462163,0.12445016195972834,0.0007389993573054974,0.7738180670258955,1
97,0.6326308109771804,0.46145231813811294,0.6906629942272698,0.6380774816795697,0.78,0.72,0.12121220899067084,0.1859144499193602,0.0,0.00013806992030430953,align,0,fixed_k4_h4,4,4,0,0.20748418063356033,0.32814794397323005,0.2836130844651205,0.7738180670258955,1
98,0.6433397334705687,0.4719014874032895,0.6907434055895415,0.6381613938297427,0.78,0.72,0.12109623076563354,0.1728856981224764,0.0,0.00011597822503729704,align,0,fixed_k4_h4,4,4,1,0.20748418063356033,0.23797605540862823,0.2322037614483683,0.7738180670258955,1
99,0.6495934098187677,0.47921532700618635,0.6908109511338497,0.638231880035888,0.78,0.72,0.12099880941610107,0.1642715734675614,0.0,9.742134953247272e-05,align,0,fixed_k4_h4,4,4,2,0.20748418063356033,0.13897058551553176,0.16252976895326238,0.7738180670258955,1
100,0.648631984749591,0.48614975163187785,0.6908676893910686,0.6382910884490501,0.78,0.72,0.1209169757367756,0.15789503195185842,0.0,8.183367932547425e-05,align,0,fixed_k4_h4,4,4,3,0.20748418063356033,-0.021365001537259086,0.1540983250153666,0.7738180670258955,1
101,0.6436892499611789,0.4925573915858265,0.6909153495271324,0.6383408235161063,0.78,0.72,0.1208482356259316,0.153242009597838,0.0,6.874011084399834e-05,align,0,fixed_k4_h4,4,4,0,0.08125821692290877,-0.10983855085360376,0.14239199897663743,0.7738180670258955,1
102,0.6383077916011407,0.4986069712179935,0.6909553840414261,0.6383826009724335,0.78,0.72,0.1207904940599008,0.14936196190131099,0.0,5.7741566030791724e-05,align,0,fixed_k4_h4,4,4,1,0.08125821692290877,-0.11958796355640444,0.13443510293704514,0.7738180670258955,1
103,0.6279990343464914,0.5044887704364551,0.6909890130334327,0.6384176940357483,0.78,0.72,0.12074199123423127,0.14800234454712752,0.0,4.850282566953856e-05,align,0,fixed_k4_h4,4,4,2,0.08125821692290877,-0.22908349454776122,0.13070664929914605,0.7738180670258955,1
104,0.6187763060178715,0.5087364667627503,0.6910172613867184,0.6384471722089328,0.78,0.72,0.12070124892410629,0.1484709491447739,0.0,4.074231012497764e-05,align,0,fixed_k4_h4,4,4,3,0.08125821692290877,-0.20494951841377562,0.09439325169544732,0.7738180670258955,1
105,0.6154676119078752,0.5102981996379622,0.6910409900034783,0.6384719338744077,0.78,0.72,0.12066702542840857,0.14879462901898016,0.0,3.4223495697718875e-05,align,0,fixed_k4_h4,4,4,0,0.06477094339268973,-0.07352653577769534,0.034705175004709155,0.7738180670258955,1
